央视频道,#genre#
甘肃卫视,http://123.175.209.205:9003/hls/25/index.m3u8
辽宁卫视,http://123.175.209.205:9003/hls/37/index.m3u8
辽宁卫视,http://123.175.210.83:9003/hls/37/index.m3u8
重庆卫视,http://171.213.228.191:808/hls/32/index.m3u8
重庆卫视,http://101.72.125.21:9901/tsfile/live/faacts/0142_2.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://123.175.209.205:9003/hls/40/index.m3u8
黑龙江卫视,http://123.175.210.83:9003/hls/31/index.m3u8
黑龙江卫视,http://171.213.228.191:808/hls/19/index.m3u8
影视频道,#genre#
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞文化影院,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
哈尔滨影视,https://stream.hrbtv.net/yspd/sd/live.m3u8
峨眉电影,http://171.213.228.191:808/hls/29/index.m3u8
影视文艺,http://171.213.228.191:808/hls/23/index.m3u8
浙江教科影视,http://ali-vl.cztv.com/channels/lantian/channel004/360p.m3u8
浙江教科影视,http://ali-vl.cztv.com/channels/lantian/channel004/360p.m3u8
浙江教科影视,http://ali-vl.cztv.com/channels/lantian/channel004/360p.m3u8
电影蜘蛛侠,http://live.metshop.top/huya/21059599?cdn=alicdn
少儿频道,#genre#
浙江少儿,http://ali-vl.cztv.com/channels/lantian/channel008/360p.m3u8
金鹰卡通,http://171.213.228.191:808/hls/21/index.m3u8
金鹰卡通,http://42.237.167.135:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
韩国少儿,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8

更新时间,#genre#
2026-07-28 10:41:41,https://example.com
